"PLU","CATEGORY","COMMODITY","VARIETY","SIZE","MEASUREMENTS: NORTH AMERICA","MEASUREMENTS: REST OF WORLD","RESTRICTIONS / NOTES","BOTANICAL NAME","AKA","NOTES","REVISION DATE","DATE ADDED","GPC","IMAGE","IMAGE_SOURCE","","",""
"3134","Vegetables","PUMPKIN","Pie Pumpkin","All Sizes","","","","Cucurbita pepo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/3134-pie-pumpkin_1633963673.jpg","","","",""
"3135","Vegetables","GOURD","Ornamental","All Sizes","","","","Trichosarthes cucumerina","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3136","Fruits","SAPODILLO/NISPERO","","All Sizes","","","","Manilkara zapote","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3137","Fruits","SAPOTE","White","All Sizes","","","","Casimiroa edulis","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/3137-sapote-white_1635264028.jpg","","","",""
"3138","Fruits","SAPOTE","Black","All Sizes","","","","Diospyros digyna","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3139","Herbs","SAVORY","","All Sizes ","","","","Satureja spp.","","","2018-10-08 15:11:51","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/3139-savory-02_1614709290.jpg","","","",""
"3140","Vegetables","SQUASH","Cucuzza","All Sizes","","","","C.pepo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3141","Vegetables","SQUASH","Opo","All Sizes","","","","Langenaria siceraria","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/3141-opo-squash_1635180261.jpg","","","",""
"3142","Vegetables","SQUASH","Carnival","All Sizes","","","","C.pepo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3143","Vegetables","SQUASH","Acorn - baby","All Sizes","","","","C.pepo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3144","Fruits","TANGERINES/MANDARINS","Fall Glo","All Sizes","","","","Citrus spp.","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3145","Vegetables","TOMATOES","Plum/Italian/Saladette/Roma (Yellow)","All Sizes","","","","Lycopersicon esculenta","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3146","Vegetables","TOMATOES","Cherry - Red, On the Vine","All Sizes","","Up to and including 35mm diam","","Lycopersicon esculenta","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/3146-tomatoes-cherry_1614716287.jpg","","","",""
"3147","Vegetables","TOMATOES","Cherry - Yellow, On the Vine","All Sizes","","Up to and including 35mm diam","","Lycopersicon esculenta","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3148","Vegetables","TOMATOES","Regular - Yelllow, On the Vine (Truss)","All Sizes","","","","Lycopersicon esculenta","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/3148-tomatoes-vineripe-yellow-04_1614716604.jpg","","","",""
"3149","Vegetables","TOMATOES","Regular - Orange, On the Vine","  All Sizes  ","","","","Lycopersicon esculenta","","","2021-06-29 22:50:45","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/3149-tomatoes-vineripe-orange-02_1614717009.jpg","","","",""
"3150","Vegetables","TOMATOES","Cocktail/Intermediate - Red","All Sizes","","35 - 40mm diameter","","Lycopersicon esculenta","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3151","Vegetables","TOMATOES","Vine Ripe, Regular - Red","Large","5X6 and larger","Diameter 70mm and above","","Lycopersicon esculenta","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/3151-tomatoes-vineripe-red-05_1614717394.jpg","","","",""
"3152","Fruits","GRAPEFRUIT","Melogold","All Sizes","","","","C.grandis","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3153","Fruits","ORANGES","Delta Seedless","Medium","88/72 size","Average Fruit Dimensions = 66mm - under 84mm","","Citrus spp.","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3154","Fruits","ORANGES","Delta Seedless","Large","56 size and larger","Average Fruit Dimensions = 84mm and above","","Citrus spp.","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3155","Fruits","ORANGES","Midknight","Medium","88/72 size","Average Fruit Dimensions = 66mm - under 84mm","","Citrus spp.","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3156","Fruits","ORANGES","Midknight","Large","56 size and larger","Average Fruit Dimensions = 84mm and above","","Citrus spp.","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3157","Fruits","GRAPEFRUIT","White","Extra Large","27 size and larger","","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","Citrus paradisi","","","2002-05-02 00:00:00","2002-05-02 00:00:00"," ","http://check.ifpsglobal.com/file/view/4291-grapefruit-06-1625078751_1633446169.jpg","","","",""
"3158","Fruits","GRAPEFRUIT","White","Extra Large","27 size and larger","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","Citrus paradisi","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4291-grapefruit-06-1625078751_1633446377.jpg","","","",""
"3159","Fruits","GRAPEFRUIT","White","Extra Large","27 size and larger","Average Fruit Dimensions = 108mm and above","","Citrus paradisi","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4291-grapefruit-06-1625078751_1633446441.jpg","","","",""
"3160","Vegetables","GAI LAN","Synonymous with Chinese Broccoli","All Sizes","","","","Brassica oleracea","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/3160-gai-lan-4_1614717743.jpg","","","",""
"3161","Vegetables","GAI (GUI) CHOY (CHINESE or INDIAN MUSTARD)","Baby - Chinese or Indian Mustard","All Sizes","","","","Brassica juncea","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3162","Vegetables","ONG CHOY","Synonymous with Water Spinach","All Sizes","","","","Ipomoea aquatica","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3163","Vegetables","BOK CHOY (PAK CHOI)","Shanghai","All Sizes","","","","Brassica rapa","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/3163-bok-choy_1635170019.jpg","","","",""
"3164","Vegetables","YU CHOY","","All Sizes","","","","Brassica rapa","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/3164-yu-choy_1635178242.jpg","","","",""
"3165","Vegetables","RADICCHIO","Treviso","All Sizes","","","","Cichorium intybus","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3166","Vegetables","CABBAGE","Tuscan","All Sizes","","","Identified lacinato kale and tuscan cabbage one and the same","Brassica oleracea","Lacinato Kale","","2013-05-06 00:00:00","2013-05-06 00:00:00"," ","http://check.ifpsglobal.com/file/view/3166-tuscan-lacinato-kale_1635170723.jpg","","","",""
"3167","Vegetables","FRISEE","","All Sizes","","","","Cichorium endivia","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/3167-frisee_1614718130.jpg","","","",""
"3168","Vegetables","RADICCHIO","Castlefranco","All Sizes","","","","Cichorium intybus","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/3168-radicchio-castelfranco-02_1614718366.jpg","","","",""
"3169","Vegetables","LETTUCE","Catalogna","All Sizes","","","","Lactuca sativa","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3170","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3171","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3172","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3173","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3174","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3175","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3176","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3177","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3178","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3179","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3180","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3181","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3182","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3183","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3184","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3185","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3186","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3187","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3188","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3189","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3190","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3191","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3192","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3193","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3194","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3195","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3196","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3197","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3198","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3199","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3200","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3201","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3202","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3203","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3204","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3205","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3206","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3207","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3208","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3209","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3210","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3211","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3212","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3213","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3214","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3215","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3216","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3217","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3218","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3219","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3220","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3221","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3222","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3223","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3224","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3225","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3226","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3227","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3228","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3229","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3230","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3231","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3232","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3233","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3234","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3235","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3236","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3237","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3238","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3239","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3240","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3241","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3242","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"3243","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
