"PLU","CATEGORY","COMMODITY","VARIETY","SIZE","MEASUREMENTS: NORTH AMERICA","MEASUREMENTS: REST OF WORLD","RESTRICTIONS / NOTES","BOTANICAL NAME","AKA","NOTES","REVISION DATE","DATE ADDED","GPC","IMAGE","IMAGE_SOURCE","","",""
"4145","Fruits","APPLES","Jonagold"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","","2021-02-26 17:34:55","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/jonagold_1629313900.png","","","",""
"4146","Fruits","APPLES","Jonagold"," Large ","88 size and larger","Average Fruit Weight = 205g and above","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","","2021-02-26 17:36:06","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/jonagold_1629313945.png","","","",""
"4147","Fruits","APPLES","Jonagold"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","","2021-02-26 17:37:08","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/jonagold_1629314056.png","","","",""
"4148","Fruits","APPLES","Jonathan"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","","2021-02-26 17:37:38","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/jonathan-apples_1629313563.png","","","",""
"4149","Fruits","APPLES","Jonathan"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","","2021-02-26 17:38:45","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/jonathan-apples_1629313631.png","","","",""
"4150","Fruits","APPLES","Jonathan"," Large ","88 size and larger","Average Fruit Weight = 205g and above","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","","2021-02-26 17:39:15","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/jonathan-apples_1629313715.png","","","",""
"4151","Fruits","APPLES","Jonathan"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","","2021-02-26 17:39:47","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/jonathan-apples_1629313774.png","","","",""
"4152","Fruits","APPLES","McIntosh"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","","2021-02-26 17:41:34","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4153-mcintosh-apple_1633366336.jpg","","","",""
"4153","Fruits","APPLES","McIntosh"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","","2021-02-26 17:42:09","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4153-mcintosh-apple_1633363420.jpg","","","",""
"4154","Fruits","APPLES","McIntosh"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","","2021-02-26 17:42:46","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4153-mcintosh-apple_1633366651.jpg","","","",""
"4155","Fruits","APPLES","Paulared"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","","2021-02-26 17:43:35","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4155-paulared-apple_1634139931.jpg","","","",""
"4156","Fruits","APPLES","Gravenstein"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","","2021-02-26 17:44:26","1999-12-31 00:00:00"," ","","","","",""
"4157","Fruits","APPLES","Paulared"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","","2021-02-26 17:45:41","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4155-paulared-apple_1634139995.jpg","","","",""
"4158","Fruits","APPLES","Gravenstein"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","","2021-02-26 17:46:12","1999-12-31 00:00:00"," ","","","","",""
"4159","Vegetables","ONIONS","Vidalia","All Sizes","","","","Allium spp.","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4160","Fruits","APPLES","Pippin"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","","2021-02-26 17:46:40","1999-12-31 00:00:00"," ","","","","",""
"4161","Vegetables","ONIONS","Texas Sweet","All Sizes","","","","Allium spp.","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4162","Fruits","APPLES","Pippin"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","","2021-02-26 17:47:24","1999-12-31 00:00:00"," ","","","","",""
"4163","Vegetables","ONIONS","Walla Walla","All Sizes","","","","Allium spp.","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4164","Vegetables","ONIONS","Maui","  All Sizes  ","","","","Allium spp.","","","2021-06-30 17:40:16","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4164-onions-maui-02_1625074802.jpg","","","",""
"4165","Vegetables","ONIONS","California Sweet","All Sizes","","","","Allium spp.","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4166","Vegetables","ONIONS","Other Sweet","   All Sizes   ","","","","Allium spp.","","","2021-06-30 17:49:53","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4166-onions-sweet_1625075146.jpg","","","",""
"4167","Fruits","APPLES","Red Delicious","    Small    ","100 size and smaller","Average Fruit Weight = less than 205g","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","","2021-06-30 17:44:59","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4167-apples-red-delicious-01_1625075003.jpg","","","",""
"4168","Fruits","APPLES","Red Delicious"," Large ","88 size and larger","Average Fruit Weight = 205g and above","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","","2021-02-26 17:49:05","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4167-apples-red-delicious-01-1625075003_1629986841.jpg","","","",""
"4169","Fruits","APPLES","Rome"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","","2021-02-26 17:49:38","1999-12-31 00:00:00"," ","","","","",""
"4170","Fruits","APPLES","Rome"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","","2021-02-26 17:50:28","1999-12-31 00:00:00"," ","","","","",""
"4171","Fruits","APPLES","Rome"," Large ","88 size and larger","Average Fruit Weight = 205g and above","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","","2021-02-26 17:51:52","1999-12-31 00:00:00"," ","","","","",""
"4172","Fruits","APPLES","Rome"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","","2021-02-26 17:53:05","1999-12-31 00:00:00"," ","","","","",""
"4173","Fruits","APPLES","Royal Gala"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","","2021-02-26 17:57:47","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/royal-gala-apples_1629314137.png","","","",""
"4174","Fruits","APPLES","Royal Gala"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","","2021-02-26 18:00:15","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/royal-gala-apples_1629314190.png","","","",""
"4176","Fruits","APPLES","Southern Snap"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:01:33","1999-12-31 00:00:00"," ","","","","",""
"4177","Fruits","APPLES","Spartan"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","","2021-02-26 18:02:09","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4177-apple-spartan_1630598438.jpg","","","",""
"4178","Fruits","APPLES","Spartan"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","","2021-02-26 18:03:14","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4178-apple-spartan_1630598492.jpg","","","",""
"4179","Fruits","APPLES","Spartan"," Large ","88 size and larger","Average Fruit Weight = 205g and above","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","","2021-02-26 18:03:47","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4179-apple-spartan_1630598512.jpg","","","",""
"4180","Fruits","APPLES","Spartan"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","","2021-02-26 18:06:40","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4180-apple-spartan_1630598530.jpg","","","",""
"4181","Fruits","APPLES","Stayman"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","","2021-02-26 18:07:26","1999-12-31 00:00:00"," ","","","","",""
"4182","Fruits","APPLES","Sturmer Pippin"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:08:00","1999-12-31 00:00:00"," ","","","","",""
"4183","Fruits","APPLES","Stayman"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","","2021-02-26 18:11:03","1999-12-31 00:00:00"," ","","","","",""
"4185","Fruits","APPLES","York"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","","2021-02-26 18:11:39","1999-12-31 00:00:00"," ","","","","",""
"4186","Fruits","BANANAS","Yellow (includes Cavendish)","Small","Size: 7 ½ (19cm) maximum with pulp length measured over convex fruit surface","","","Musa spp.","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4011-yellow-banana_1634142809.jpg","","","",""
"4187","Fruits","APPLES","York"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","","2021-02-26 18:12:32","1999-12-31 00:00:00"," ","","","","",""
"4188","Fruits","NECTARINE","White Flesh, Tree Ripened, Ready-to-eat","Small","70 size and smaller","Average Fruit Weight =  less than 185g","","Prunus persica","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4189","Fruits","APPLES","Winesap"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","","2021-02-26 18:13:19","1999-12-31 00:00:00"," ","","","","",""
"4190","Fruits","APPLES","Winesap"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","","2021-02-26 18:14:16","1999-12-31 00:00:00"," ","","","","",""
"4191","Fruits","APPLES","Winesap"," Large ","88 size and larger","Average Fruit Weight = 205g and above","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","","2021-02-26 18:16:35","1999-12-31 00:00:00"," ","","","","",""
"4192","Fruits","APPLES","Winesap"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","","2021-02-26 18:18:26","1999-12-31 00:00:00"," ","","","","",""
"4193","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:20:22","1999-12-31 00:00:00"," ","","","","",""
"4194","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:20:55","1999-12-31 00:00:00"," ","","","","",""
"4195","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:21:37","1999-12-31 00:00:00"," ","","","","",""
"4196","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:22:34","1999-12-31 00:00:00"," ","","","","",""
"4197","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:23:04","1999-12-31 00:00:00"," ","","","","",""
"4198","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:23:41","1999-12-31 00:00:00"," ","","","","",""
"4199","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:24:18","1999-12-31 00:00:00"," ","","","","",""
"4200","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:24:49","1999-12-31 00:00:00"," ","","","","",""
"4201","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:25:27","1999-12-31 00:00:00"," ","","","","",""
"4202","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:25:57","1999-12-31 00:00:00"," ","","","","",""
"4203","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:27:17","1999-12-31 00:00:00"," ","","","","",""
"4204","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:40:17","1999-12-31 00:00:00"," ","","","","",""
"4205","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:28:32","1999-12-31 00:00:00"," ","","","","",""
"4206","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:29:36","1999-12-31 00:00:00"," ","","","","",""
"4207","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:30:12","1999-12-31 00:00:00"," ","","","","",""
"4208","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:30:42","1999-12-31 00:00:00"," ","","","","",""
"4209","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:31:25","1999-12-31 00:00:00"," ","","","","",""
"4210","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:31:57","1999-12-31 00:00:00"," ","","","","",""
"4211","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:32:22","1999-12-31 00:00:00"," ","","","","",""
"4212","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:32:52","1999-12-31 00:00:00"," ","","","","",""
"4213","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:33:20","1999-12-31 00:00:00"," ","","","","",""
"4214","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:33:48","1999-12-31 00:00:00"," ","","","","",""
"4215","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:34:44","1999-12-31 00:00:00"," ","","","","",""
"4216","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:35:44","1999-12-31 00:00:00"," ","","","","",""
"4217","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","","2021-02-26 18:36:19","1999-12-31 00:00:00"," ","","","","",""
"4218","Fruits","APRICOTS","Regular","Small","Less than 2-3/16 inch,Less than 55 mm Average Fruit Dimensions","","","Prunus armeniaca","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/3302-apricots-1-1614718940_1633443369.jpg","","","",""
"4219","Fruits","APRICOTS","Retailer Assigned","   All Sizes   ","","","","Prunus armeniaca","","","2020-03-09 18:08:33","1999-12-31 00:00:00"," ","","","","",""
"4220","Fruits","ATEMOYAS","","All Sizes ","","","","Annona spp.","","","2018-10-08 14:52:46","1999-12-31 00:00:00"," ","","","","",""
"4221","Fruits","AVOCADOS","Green"," Small  ","32 size and smaller","","Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.","Persea americana","","","2021-10-29 18:09:21","1999-12-31 00:00:00"," ","","","","",""
"4222","Fruits","AVOCADOS","Green","  Small   ","48 size and smaller","Average Fruit Weight = less than 280g","","Persea americana","","","2021-10-29 18:09:55","1999-12-31 00:00:00"," ","","","","",""
"4223","Fruits","AVOCADOS","Green","Large ","18 size and larger","","Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.","Persea americana","","","2018-10-08 14:55:47","1999-12-31 00:00:00"," ","","","","",""
"4224","Fruits","AVOCADOS","Green"," Large  ","40 size and larger","Average Fruit Weight = 280g and above","","Persea americana","","","2021-10-29 18:11:34","1999-12-31 00:00:00"," ","","","","",""
"4225","Fruits","AVOCADOS","Hass","Large","48 and 40 size","Average Fruit Weight = 190g - under 315g","","Persea americana","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4770-hass-avocado_1635960417.jpg","","","",""
"4226","Fruits","AVOCADOS","Cocktail/Seedless","All Sizes ","","","","Musa spp.","","","2018-10-08 14:59:37","1999-12-31 00:00:00"," ","","","","",""
"4227","Fruits","AVOCADOS","Retailer Assigned","All Sizes","","","","Persea americana","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4228","Fruits","AVOCADOS","Retailer Assigned","All Sizes","","","","Persea americana","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4229","Fruits","BANANAS","Burro","All Sizes","","","","Musa spp","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4230","Fruits","BANANAS","Dominique","All Sizes","","","","Musa spp.","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4231","Fruits","BANANAS","Green","All Sizes","","","","Musa spp.","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4232","Fruits","BANANAS","Leaves","All Sizes","","","","Musa spp.","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4233","Fruits","BANANAS","Apple/Manzano","All Sizes","","","","Musa spp.","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4234","Fruits","BANANAS","baby/Nino","All Sizes","","","","Musa spp.","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4235","Fruits","BANANAS","Plantain/Macho","  All Sizes  ","","","","Musa ssp","","","2021-06-30 18:06:27","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4235-plantains-01_1625076376.jpg","","","",""
"4236","Fruits","BANANAS","Red","All Sizes","","","","Musa spp.","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4237","Fruits","BANANAS","Retailer Assigned","All Sizes","","","","Musa spp.","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4238","Fruits","BANANAS","Retailer Assigned","All Sizes","","","","Musa spp.","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4239","Fruits","BERRIES","Blackberries"," All Sizes ","","","","Rubus fruticosus","","","2021-06-30 18:08:07","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4239-berries-blackberries-01_1625076478.jpg","","","",""
"4240","Fruits","BERRIES","Blueberries"," All Sizes ","","","","Vaccinium spp.","","","2021-06-30 18:09:36","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4240-berries-blueberries-02_1625076571.jpg","","","",""
"4241","Fruits","BERRIES","Boysenberries","All Sizes","","","","Rubus spp.","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4242","Fruits","BERRIES","Cranberries","  All Sizes  ","","","","Vaccinium macrocarpon","","","2021-06-30 18:12:48","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4242-cranberries-3_1625076748.jpg","","","",""
"4243","Fruits","BERRIES","Gooseberries"," All Sizes ","","","","Ribes uva-crispa","","","2021-06-30 18:15:30","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4243-cape-gooseberries_1625076901.JPG","","","",""
"4244","Fruits","BERRIES","Raspberries - Black","All Sizes","","","","R.occidentalis","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4245","Fruits","BERRIES","Raspberries - Golden","All Sizes","","","","Rubus idaeus","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4246","Fruits","BERRIES","Strawberries","Pint","","","Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.","Fragaria ananassa","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4028-berries-strawberries-06-1625013614_1633444437.jpg","","","",""
"4247","Fruits","BERRIES","Strawberries","Quart","","","Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.","Fragaria ananassa","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4028-berries-strawberries-06-1625013614_1633444773.jpg","","","",""
"4248","Fruits","BERRIES","Strawberries","Quart","","","","Fragaria ananassa","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4028-berries-strawberries-06-1625013614_1633444623.jpg","","","",""
"4249","Fruits","BERRIES","Strawberries","Bulk 3-pack (3 pints)","","","Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.","Fragaria ananassa","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4028-berries-strawberries-06-1625013614_1633444858.jpg","","","",""
"4250","Fruits","BERRIES","Strawberries","Bulk 3-pack (3 pints)","","","","Fragaria ananassa","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4028-berries-strawberries-06-1625013614_1633445001.jpg","","","",""
"4251","Fruits","BERRIES","Long-stemmed Strawberries","All Sizes","","","","Fragaria ananassa","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4252","Fruits","BERRIES","Retailer Assigned"," All Sizes ","","","","Rubus spp.","","","2020-03-09 18:09:08","1999-12-31 00:00:00"," ","","","","",""
"4253","Fruits","BERRIES","Retailer Assigned"," All Sizes ","","","","Rubus spp.","","","2020-03-09 18:09:30","1999-12-31 00:00:00"," ","","","","",""
"4254","Fruits","BREADFRUIT","","All Sizes","","","","Artocarpus altilis","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4254-bread-fruit_1635177800.jpg","","","",""
"4255","Fruits","CACTUS PEAR (PRICKLY PEAR)","","  All Sizes  ","","","","Opuntia spp.","","","2021-06-30 18:22:02","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4255-cactus-pears-04_1625077181.jpg","","","",""
"4256","Fruits","CARAMBOLA (STARFRUIT)","","  All Sizes  ","","","","Averrhoa carambola","","","2021-06-30 18:22:34","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4256-star-fruit-04_1625077344.jpg","","","",""
"4257","Fruits","CHERIMOYA","","  All Sizes  ","","","","Annona cherimola","","","2021-06-30 18:25:26","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4257-cherimoya-2_1625077510.jpg","","","",""
"4258","Fruits","CHERRIES","Golden/Rainier/White","All Sizes","","","","Prunus spp.","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4259","Fruits","CHERRIES","Retailer Assigned","All Sizes","","","","Prunus spp.","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4260","Fruits","COCONUTS","In Husk/Waternut","  All Sizes  ","","","","Cocos nucifera","","","2021-06-30 18:27:44","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4260-coconut-thai-04_1625077653.jpg","","","",""
"4261","Fruits","COCONUTS","Husked"," All Sizes ","","","","Cocos nucifera","","","2021-06-30 18:30:03","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4261-coconuts-02_1625077777.jpg","","","",""
"4262","Fruits","COCONUTS","Retailer Assigned","All Sizes","","","","Cocos nucifera","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4263","Fruits","DATES","Fresh - Regular","All Sizes","","","","Phoenix dactylifera","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4264","Fruits","DATES","Fresh - Retailer Assigned","All Sizes","","","","Phoenix dactylifera","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4265","Fruits","FEIJOA","","All Sizes","","","","Acca sellowiana","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4266","Fruits","FIGS","Black"," All Sizes ","","","","Ficus carica","","","2021-06-30 18:33:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4266-figs-03_1625077969.jpg","","","",""
"4267","Fruits","FIGS","Brown","All Sizes","","","","Ficus carica","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4268","Fruits","FIGS","White/Green","All Sizes","","","","Ficus carica","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4269","Fruits","FIGS","Retailer Assigned","All Sizes","","","","Ficus carica","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4270","Fruits","GRAPES","Blue/Black Seeded (Ribier/Exotic/Niabel)","All Sizes","","","","Vitis vinifera","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4271","Fruits","GRAPES","Champagne","  All Sizes  ","","","","Vitis vinifera","","","2021-06-30 18:40:51","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4271-grapes-champagne-01_1625078223.jpg","","","",""
"4272","Fruits","GRAPES","Concord","  All Sizes  ","","","","V.labrusca","","","2021-06-30 18:42:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4272-grapes-concord-3_1625078497.jpg","","","",""
"4273","Fruits","GRAPES","Red Seeded (Cardinal/Emperor/Queen/Christmas Rose)","All Sizes","","","","Vitis vinifera","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4274","Fruits","GRAPES","White/Green Seeded (All others not listed)","All Sizes","","","","Vitis vinifera","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4275","Fruits","GRAPES","Retailer Assigned","All Sizes","","","","Vitis vinifera","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4276","Fruits","GRAPES","Retailer Assigned","All Sizes","","","","Vitis vinifera","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4277","Fruits","GRAPES","Retailer Assigned","All Sizes","","","","Vitis vinifera","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4278","Fruits","GRAPES","Retailer Assigned","All Sizes","","","","Vitis vinifera","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4279","Fruits","GRAPEFRUIT","Pummelo - White"," All Sizes ","","","","C.grandis","","","2021-06-30 18:43:04","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4279-pummelos-02_1625078575.jpg","","","",""
